allow_message,answer_count,articles_count,avatar_url,avatar_url_template,badge,employments,follower_count,gender,headline,id,is_advertiser,is_blocking,is_followed,is_following,is_org,name,type,url,url_token,user_type
True,85,105,https://pic1.zhimg.com/v2-bf429a939cce09d19ab6e70b3f29667c_is.jpg,https://pic1.zhimg.com/v2-bf429a939cce09d19ab6e70b3f29667c_{size}.jpg,"[{'type': 'best_answerer', 'description': '优秀回答者', 'topics': [{'id': '19556950', 'type': 'topic', 'url': 'https://www.zhihu.com/topics/19556950', 'name': '物理学', 'avatar_url': 'https://pic4.zhimg.com/7a7dfc72e_is.jpg'}]}]","[{'job': {'id': '', 'type': 'topic', 'url': '', 'name': '助理研究员', 'avatar_url': 'https://pic4.zhimg.com/e82bab09c_is.jpg'}, 'company': {'id': '19563245', 'type': 'topic', 'url': 'https://www.zhihu.com/topics/19563245', 'name': '清华大学', 'avatar_url': 'https://pic2.zhimg.com/dfa000c15_is.jpg'}}, {'job': {'id': '', 'type': 'topic', 'url': '', 'name': '博后', 'avatar_url': 'https://pic4.zhimg.com/e82bab09c_is.jpg'}, 'company': {'id': '19599523', 'type': 'topic', 'url': 'https://www.zhihu.com/topics/19599523', 'name': '中国科学技术大学', 'avatar_url': 'https://pic1.zhimg.com/v2-603f04df5f4fb1c9b6cfd93dce4b5f56_is.jpg'}}, {'job': {'id': '', 'type': 'topic', 'url': '', 'name': '助理研究员', 'avatar_url': 'https://pic4.zhimg.com/e82bab09c_is.jpg'}, 'company': {'id': '', 'type': 'topic', 'url': '', 'name': '中科院武汉物理数学研究所', 'avatar_url': 'https://pic4.zhimg.com/e82bab09c_is.jpg'}}]",21592,1,科研工作者,d59929bba6a68101093d9467288bfd8b,False,False,False,False,False,尹璋琦,people,https://www.zhihu.com/people/yinzhangqi,yinzhangqi,people
True,452,118,https://pic3.zhimg.com/e7a5b32f3_is.jpg,https://pic3.zhimg.com/e7a5b32f3_{size}.jpg,,"[{'job': {'id': '', 'type': 'topic', 'url': '', 'name': 'Silent Guardian', 'avatar_url': 'https://pic4.zhimg.com/e82bab09c_is.jpg'}, 'company': {'id': '', 'type': 'topic', 'url': '', 'name': 'Wayne Enterprises', 'avatar_url': 'https://pic4.zhimg.com/e82bab09c_is.jpg'}}]",479883,1,公众号：谢熊猫君（ID: mrxiexiongmao）,c948a6c96e21986af5d9c720334989f7,False,False,False,False,False,谢熊猫君,people,https://www.zhihu.com/people/xiepanda,xiepanda,people
True,112,1,https://pic3.zhimg.com/v2-ad86cb661219515a0b1c48e20c7c4acd_is.jpg,https://pic3.zhimg.com/v2-ad86cb661219515a0b1c48e20c7c4acd_{size}.jpg,,,41,-1,三观端正田佳良,1f0aca2c6db5c107eaa27e4ccd7b1c16,False,False,False,False,False,奥宋归化民张老师,people,https://www.zhihu.com/people/zu-guo-wan-sui-63,zu-guo-wan-sui-63,people
True,0,0,https://pic4.zhimg.com/ae6a3e319_is.jpg,https://pic4.zhimg.com/ae6a3e319_{size}.jpg,,,8,0,无敌小麻花！！（麻醉医学生）,f0bf8817aad083212d18d62605e202ff,False,False,False,False,False,木木head医学生,people,https://www.zhihu.com/people/mu-mu-headyi-xue-sheng,mu-mu-headyi-xue-sheng,people
True,13,0,https://pic1.zhimg.com/v2-4b2146957c2bb3954b425c11f71e12cc_is.jpg,https://pic1.zhimg.com/v2-4b2146957c2bb3954b425c11f71e12cc_{size}.jpg,,,20,1,Student,c5194538ba7f835f0aca3c1bc0f695cd,False,False,False,False,False,Owen,people,https://www.zhihu.com/people/pang-he-song-48,pang-he-song-48,people
True,85,0,https://pic1.zhimg.com/583b579f419cb7f23eee0e09add6fadf_is.jpg,https://pic1.zhimg.com/583b579f419cb7f23eee0e09add6fadf_{size}.jpg,,,35,1,人生何处不相逢,2fbac5947488e3a31f1f9363a9801e2d,False,False,False,False,False,王宇,people,https://www.zhihu.com/people/wang-yu-56-66-25,wang-yu-56-66-25,people
True,45,0,https://pic1.zhimg.com/03f5890e851ff85bed94137c15fd8573_is.jpg,https://pic1.zhimg.com/03f5890e851ff85bed94137c15fd8573_{size}.jpg,,"[{'job': {'id': '', 'type': 'topic', 'url': '', 'name': '道路工程师', 'avatar_url': 'https://pic4.zhimg.com/e82bab09c_is.jpg'}, 'company': {'id': '', 'type': 'topic', 'url': '', 'name': 'zny', 'avatar_url': 'https://pic4.zhimg.com/e82bab09c_is.jpg'}}]",164,1,道桥工程师  注岩,9e65af26cfe08a52953a89965353d1b6,False,False,False,False,False,勤奋的猪,people,https://www.zhihu.com/people/liu-kai-1981-1205,liu-kai-1981-1205,people
True,167,0,https://pic4.zhimg.com/da8e974dc_is.jpg,https://pic4.zhimg.com/da8e974dc_{size}.jpg,,,1635,-1,大学老师,c6c4d74e7d2a49a60495359d6d7a21df,False,False,False,False,False,peter483,people,https://www.zhihu.com/people/cao-bin-47-73,cao-bin-47-73,people
True,37,0,https://pic2.zhimg.com/v2-f6a7dfc273ca22bfa6ca716d379f1c80_is.jpg,https://pic2.zhimg.com/v2-f6a7dfc273ca22bfa6ca716d379f1c80_{size}.jpg,,,1440,0,广州大学在读研究生,810934649590d9221f9c101e87e718dc,False,False,False,False,False,罐头大美妞,people,https://www.zhihu.com/people/deng-xi-yan-88,deng-xi-yan-88,people
True,75,97,https://pic4.zhimg.com/v2-bc57856527b12e6a3ab9f3bbcd89059d_is.jpg,https://pic4.zhimg.com/v2-bc57856527b12e6a3ab9f3bbcd89059d_{size}.jpg,,,19531,1,微信公众号：酒醉仙说  知乎第一短线股票大V,1ecb49944a865681ad1df728862af3ca,False,False,False,False,False,酒醉仙,people,https://www.zhihu.com/people/liu-zhi-yong-58-97,liu-zhi-yong-58-97,people
True,4,54,https://pic2.zhimg.com/v2-6c18cdc86226acb1c2d2a6a53c4686e4_is.jpg,https://pic2.zhimg.com/v2-6c18cdc86226acb1c2d2a6a53c4686e4_{size}.jpg,"[{'type': 'identity', 'description': '已认证的官方帐号'}]",,6247,-1,专注于计算机视觉和深度学习原创技术,214d75c26e57d95697ac9ac907bae601,False,False,False,False,True,商汤科技SenseTime,people,https://www.zhihu.com/people/shang-tang-ke-ji-sensetime,shang-tang-ke-ji-sensetime,organization
False,80,77,https://pic3.zhimg.com/v2-3565ac1a879acbac71ec6d4ebf79eff6_is.jpg,https://pic3.zhimg.com/v2-3565ac1a879acbac71ec6d4ebf79eff6_{size}.jpg,,"[{'job': {'id': '19550345', 'type': 'topic', 'url': 'https://www.zhihu.com/topics/19550345', 'name': '工业设计', 'avatar_url': 'https://pic1.zhimg.com/730498e92_is.jpg'}, 'company': {'id': '', 'type': 'topic', 'url': '', 'name': 's.point design', 'avatar_url': 'https://pic4.zhimg.com/e82bab09c_is.jpg'}}]",22615,1,用文字和影像记录独自旅途上的山河湖海和大国小民 |微信公号：在远方,a0fab4f889fe4c462831341d00e94d20,False,False,False,False,False,在远方的阿伦,people,https://www.zhihu.com/people/another-sight,another-sight,people
True,2227,76,https://pic2.zhimg.com/33dcd7dd3e63f62f8575b5e5f77e1201_is.jpg,https://pic2.zhimg.com/33dcd7dd3e63f62f8575b5e5f77e1201_{size}.jpg,,,119432,1,B站直播 https://space.bilibili.com/39066904,fd7c571a0ada1a72e42e8d7992c4a780,False,False,False,False,False,萧井陌,people,https://www.zhihu.com/people/xiao-jing-mo,xiao-jing-mo,people
True,159,56,https://pic1.zhimg.com/v2-68267c14411ed15300f59651d6e10078_is.jpg,https://pic1.zhimg.com/v2-68267c14411ed15300f59651d6e10078_{size}.jpg,,"[{'job': {'id': '19681046', 'type': 'topic', 'url': 'https://www.zhihu.com/topics/19681046', 'name': '咨询顾问', 'avatar_url': 'https://pic4.zhimg.com/v2-93b939654d59a44237e8df147cf2f209_is.jpg'}, 'company': {'id': '', 'type': 'topic', 'url': '', 'name': '北京尚学堂科技有限公司', 'avatar_url': 'https://pic4.zhimg.com/e82bab09c_is.jpg'}}]",825,1,,49589013aaf5ce54fe7086c931d9d8f8,False,False,False,False,False,潜龙勿用,people,https://www.zhihu.com/people/qian-long-wu-yong-81-57,qian-long-wu-yong-81-57,people
True,22522,128,https://pic1.zhimg.com/v2-1bea18837914ab5a40537d515ed3219c_is.jpg,https://pic1.zhimg.com/v2-1bea18837914ab5a40537d515ed3219c_{size}.jpg,,"[{'job': {'id': '19578588', 'type': 'topic', 'url': 'https://www.zhihu.com/topics/19578588', 'name': 'Developer', 'avatar_url': 'https://pic4.zhimg.com/e82bab09c_is.jpg'}, 'company': {'id': '19557307', 'type': 'topic', 'url': 'https://www.zhihu.com/topics/19557307', 'name': 'Microsoft Office', 'avatar_url': 'https://pic4.zhimg.com/v2-d3a9ee5ba3a2fe711087787c6169dcca_is.jpg'}}]",796163,1,专业造轮子，拉黑抢前排。gaclib.net,0970f947b898ecc0ec035f9126dd4e08,False,False,False,False,False,vczh,people,https://www.zhihu.com/people/excited-vczh,excited-vczh,people
True,5,0,https://pic4.zhimg.com/v2-eeedd2ffaa995ddcd0d0a20a8d052967_is.jpg,https://pic4.zhimg.com/v2-eeedd2ffaa995ddcd0d0a20a8d052967_{size}.jpg,,,3,1,专业造轮子,249e69296ca969976d1d2b515e217874,False,False,False,False,False,vczh,people,https://www.zhihu.com/people/hao-wu-1-98,hao-wu-1-98,people
True,77,15,https://pic2.zhimg.com/v2-81e42d39d0e05b8b457ca1b1240bc7b8_is.jpg,https://pic2.zhimg.com/v2-81e42d39d0e05b8b457ca1b1240bc7b8_{size}.jpg,"[{'type': 'identity', 'description': '图像算法工程师'}]","[{'job': {'id': '', 'type': 'topic', 'url': '', 'name': 'Computer Vision Senior Engineer', 'avatar_url': 'https://pic4.zhimg.com/e82bab09c_is.jpg'}, 'company': {'id': '20090748', 'type': 'topic', 'url': 'https://www.zhihu.com/topics/20090748', 'name': '环球易购', 'avatar_url': 'https://pic4.zhimg.com/e82bab09c_is.jpg'}}, {'job': {'id': '', 'type': 'topic', 'url': '', 'name': 'Computer Vision Engineer', 'avatar_url': 'https://pic4.zhimg.com/e82bab09c_is.jpg'}, 'company': {'id': '', 'type': 'topic', 'url': '', 'name': '棒谷科技', 'avatar_url': 'https://pic4.zhimg.com/e82bab09c_is.jpg'}}, {'job': {'id': '', 'type': 'topic', 'url': '', 'name': 'Robotic Engineer', 'avatar_url': 'https://pic4.zhimg.com/e82bab09c_is.jpg'}, 'company': {'id': '', 'type': 'topic', 'url': '', 'name': '中鸣数码', 'avatar_url': 'https://pic4.zhimg.com/e82bab09c_is.jpg'}}]",5281,1,灵魂调参师/算命工程师 (调参debug指导等问题走值乎谢谢),7e1a301e79b9b1e2be2f698811940dff,False,False,False,False,False,Justin ho,people,https://www.zhihu.com/people/professor-ho,professor-ho,people
True,75,0,https://pic1.zhimg.com/7749937fe58494986c8144c084d51232_is.jpg,https://pic1.zhimg.com/7749937fe58494986c8144c084d51232_{size}.jpg,"[{'type': 'identity', 'description': '中国科学院物理研究所 凝聚态物理学博士'}, {'type': 'best_answerer', 'description': '优秀回答者', 'topics': [{'id': '19556950', 'type': 'topic', 'url': 'https://www.zhihu.com/topics/19556950', 'name': '物理学', 'avatar_url': 'https://pic4.zhimg.com/7a7dfc72e_is.jpg'}, {'id': '19551585', 'type': 'topic', 'url': 'https://www.zhihu.com/topics/19551585', 'name': '科普', 'avatar_url': 'https://pic2.zhimg.com/v2-d8200aeed66c238b2df2f2431b001dcb_is.jpg'}]}]","[{'company': {'id': '20185446', 'type': 'topic', 'url': 'https://www.zhihu.com/topics/20185446', 'name': '中国科学院物理研究所', 'avatar_url': 'https://pic3.zhimg.com/v2-f6428753acb505f16228e4b9afb51491_is.jpg'}}]",16798,1,物理学工作者,4424d5cd744b7a4d5d85c9597db823f6,False,False,False,False,False,李治林,people,https://www.zhihu.com/people/li-zhi-lin-53,li-zhi-lin-53,people
True,5,8,https://pic3.zhimg.com/v2-166898d86bedc5d487969183d0ef4ab0_is.jpg,https://pic3.zhimg.com/v2-166898d86bedc5d487969183d0ef4ab0_{size}.jpg,,,6090,1,,498ba8f98e3c4f88fb1dc622eb6ce572,False,False,False,False,False,袁洋,people,https://www.zhihu.com/people/yuan-yang-20-33,yuan-yang-20-33,people
True,5,0,https://pic3.zhimg.com/v2-22fd5ef219b87d4250bfcf25c1d3cebd_is.jpg,https://pic3.zhimg.com/v2-22fd5ef219b87d4250bfcf25c1d3cebd_{size}.jpg,,,101,0,悲观的思想，乐观的心态，美好的灵魂。,cac61df1f9a93dc7f8eed87d9609b2e4,False,False,False,False,False,小小果,people,https://www.zhihu.com/people/xiaoyanzi1103,xiaoyanzi1103,people
True,8,0,https://pic3.zhimg.com/v2-3f6446bc5aa7892fc201950ef0ebf925_is.jpg,https://pic3.zhimg.com/v2-3f6446bc5aa7892fc201950ef0ebf925_{size}.jpg,,,62,0,,fba2238cca67427893202bb1ad06b855,False,False,False,False,False,张越,people,https://www.zhihu.com/people/blingyue-50,blingyue-50,people
True,42,2,https://pic2.zhimg.com/94a0c92db132874df730a18f3d60766b_is.jpg,https://pic2.zhimg.com/94a0c92db132874df730a18f3d60766b_{size}.jpg,,"[{'job': {'id': '20036860', 'type': 'topic', 'url': 'https://www.zhihu.com/topics/20036860', 'name': '麻醉医师', 'avatar_url': 'https://pic4.zhimg.com/e82bab09c_is.jpg'}, 'company': {'id': '', 'type': 'topic', 'url': '', 'name': '辽宁省肿瘤医院', 'avatar_url': 'https://pic4.zhimg.com/e82bab09c_is.jpg'}}]",1724,0,一朵奇葩的小麻花,125c2a8eb918036f824708c03d460ca4,False,False,False,False,False,杜薇,people,https://www.zhihu.com/people/du-wei-64-39,du-wei-64-39,people
True,0,0,https://pic4.zhimg.com/da8e974dc_is.jpg,https://pic4.zhimg.com/da8e974dc_{size}.jpg,,,1,-1,,17d2264a4f8fb84eed18e97194e8740d,False,False,False,False,False,zhh,people,https://www.zhihu.com/people/zhh-19-53,zhh-19-53,people
True,0,0,https://pic4.zhimg.com/v2-a706e336ce0984dc52c5d91eead37a44_is.jpg,https://pic4.zhimg.com/v2-a706e336ce0984dc52c5d91eead37a44_{size}.jpg,,,1,-1,,438cdc2a1ca4d629c45c3d93eab061ff,False,False,False,False,False,Axelf,people,https://www.zhihu.com/people/axelf-91,axelf-91,people
True,0,0,https://pic4.zhimg.com/v2-bc2c4669b90df5c8d30b3ce36f2597f0_is.jpg,https://pic4.zhimg.com/v2-bc2c4669b90df5c8d30b3ce36f2597f0_{size}.jpg,,,1,-1,,46b75ab8275117000a5c38e5bb41b1ce,False,False,False,False,False,漆黑,people,https://www.zhihu.com/people/qi-hei-11-95,qi-hei-11-95,people
True,12,0,https://pic3.zhimg.com/037ef44c09fd2a9ea151e061d5736732_is.jpg,https://pic3.zhimg.com/037ef44c09fd2a9ea151e061d5736732_{size}.jpg,,,19,1,"Machine Learning, CV, Programming",732656416db217d310b8ea43eb9af81e,False,False,False,False,False,Sijin Li,people,https://www.zhihu.com/people/itsuper7,itsuper7,people
True,1,0,https://pic4.zhimg.com/da8e974dc_is.jpg,https://pic4.zhimg.com/da8e974dc_{size}.jpg,,,1,-1,工程师,307fb507d704f28168c17464f66e9697,False,False,False,False,False,ChrisY,people,https://www.zhihu.com/people/chrisy-86-13,chrisy-86-13,people
True,304,1,https://pic3.zhimg.com/fec2a5c39_is.jpg,https://pic3.zhimg.com/fec2a5c39_{size}.jpg,,"[{'job': {'id': '', 'type': 'topic', 'url': '', 'name': '赋闲', 'avatar_url': 'https://pic4.zhimg.com/e82bab09c_is.jpg'}, 'company': {'id': '', 'type': 'topic', 'url': '', 'name': '无工作', 'avatar_url': 'https://pic4.zhimg.com/e82bab09c_is.jpg'}}]",202907,1,微信公众号ID -  caozsay ,7d45b644ccd235686e399b269db56497,False,False,False,False,False,曹政,people,https://www.zhihu.com/people/cao-zheng,cao-zheng,people
True,291,28,https://pic4.zhimg.com/v2-4edad877ad3dc90a3d9141a3cc58fc73_is.jpg,https://pic4.zhimg.com/v2-4edad877ad3dc90a3d9141a3cc58fc73_{size}.jpg,,"[{'job': {'id': '', 'type': 'topic', 'url': '', 'name': 'Lead Consultant', 'avatar_url': 'https://pic4.zhimg.com/e82bab09c_is.jpg'}, 'company': {'id': '19643541', 'type': 'topic', 'url': 'https://www.zhihu.com/topics/19643541', 'name': 'ThoughtWorks', 'avatar_url': 'https://pic1.zhimg.com/d2daab709_is.jpg'}}]",7752,1,AI/前端库DeepLearning.scala/Binding.scala作者,8416c7e2d00436a80c0ba318cddc971b,False,False,False,False,False,杨博,people,https://www.zhihu.com/people/atry,atry,people
True,22522,128,https://pic1.zhimg.com/v2-1bea18837914ab5a40537d515ed3219c_is.jpg,https://pic1.zhimg.com/v2-1bea18837914ab5a40537d515ed3219c_{size}.jpg,,"[{'job': {'id': '19578588', 'type': 'topic', 'url': 'https://www.zhihu.com/topics/19578588', 'name': 'Developer', 'avatar_url': 'https://pic4.zhimg.com/e82bab09c_is.jpg'}, 'company': {'id': '19557307', 'type': 'topic', 'url': 'https://www.zhihu.com/topics/19557307', 'name': 'Microsoft Office', 'avatar_url': 'https://pic4.zhimg.com/v2-d3a9ee5ba3a2fe711087787c6169dcca_is.jpg'}}]",796163,1,专业造轮子，拉黑抢前排。gaclib.net,0970f947b898ecc0ec035f9126dd4e08,False,False,False,False,False,vczh,people,https://www.zhihu.com/people/excited-vczh,excited-vczh,people
True,0,0,https://pic4.zhimg.com/398b576cd655e1c7b11505d819cfff71_is.jpg,https://pic4.zhimg.com/398b576cd655e1c7b11505d819cfff71_{size}.jpg,,,727,1,,df76535e69fa7352b5a783716095c672,False,False,False,False,False,丁旭,people,https://www.zhihu.com/people/duskast,duskast,people
True,0,0,https://pic4.zhimg.com/da8e974dc_is.jpg,https://pic4.zhimg.com/da8e974dc_{size}.jpg,,,0,-1,,2612e1264393a61481cb70a8201edf59,False,False,False,False,False,麦子,people,https://www.zhihu.com/people/mai-zi-5-86,mai-zi-5-86,people
True,6,0,https://pic2.zhimg.com/v2-610a117e47cd691a0d8185f7efa040fa_is.jpg,https://pic2.zhimg.com/v2-610a117e47cd691a0d8185f7efa040fa_{size}.jpg,,,1,1,,7f6f719103532c3845e48ec597140c1e,False,False,False,False,False,彭鹏,people,https://www.zhihu.com/people/peng-peng-88-6,peng-peng-88-6,people
True,0,0,https://pic4.zhimg.com/da8e974dc_is.jpg,https://pic4.zhimg.com/da8e974dc_{size}.jpg,,,0,-1,,8099294de18b8c4e8a78625ffe35fc9c,False,False,False,False,False,serina,people,https://www.zhihu.com/people/serina-87-86,serina-87-86,people
True,0,0,https://pic4.zhimg.com/ef34f142a39fc87b15906668538e2e72_is.jpg,https://pic4.zhimg.com/ef34f142a39fc87b15906668538e2e72_{size}.jpg,,"[{'job': {'id': '19595994', 'type': 'topic', 'url': 'https://www.zhihu.com/topics/19595994', 'name': '法律顾问', 'avatar_url': 'https://pic4.zhimg.com/v2-de1b5f474fa89e1db6892a5561dfce07_is.jpg'}, 'company': {'id': '', 'type': 'topic', 'url': '', 'name': '恩智浦（中国）管理有限公司', 'avatar_url': 'https://pic4.zhimg.com/e82bab09c_is.jpg'}}]",8,0,,a41e93023d09b0ebc7986b1efd3b1101,False,False,False,False,False,小鱼陶陶,people,https://www.zhihu.com/people/xiao-yu-tao-tao,xiao-yu-tao-tao,people
